"artista","musica","generos","key","duracao","popularidade","acustico","discurso","vivacidade","instrumentalidade","energia","tempo","time_signature","sonoridade","dancabilidade","valencia"
"Madison Beer","Home with You","alt z, dance pop, pop, post-teen pop","G",190576,57,0.0646,0.0873,0.0952,0,0.6,170.128,4,-6.137,0.631,0.732
"Lil Uzi Vert","Homecoming","melodic rap, philly rap, rap, trap","A",213884,67,0.000592,0.49,0.244,0,0.563,129.957,4,-7.428,0.929,0.353
"Zac Brown Band","Homegrown","contemporary country, country, country road, modern country rock","Fs",205000,65,0.0244,0.0297,0.0905,0.000122,0.807,105.024,4,-3.976,0.712,0.936
"Lorde","Homemade Dynamite","art pop, metropopolis, nz pop, pop","As",189796,58,0.287,0.0577,0.0934,2.75e-06,0.431,107.047,4,-5.423,0.771,0.268
"Lorde","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","art pop, metropopolis, nz pop, pop","C",214254,64,0.229,0.0764,0.127,0,0.548,106.996,4,-4.997,0.781,0.175
"Paulo Londra","Homerun (Intro)","argentine hip hop, trap argentino, trap latino, urbano latino","F",149504,60,0.669,0.0593,0.0972,0,0.264,135.117,4,-9.37,0.822,0.672
"Logic","Homicide (feat. Eminem)","conscious hip hop, dmv rap, hip hop, pop rap, rap","As",245386,70,0.137,0.398,0.167,0,0.759,140.055,4,-5.667,0.694,0.77
"The Cratez","Honda Civic","german hip hop","Cs",158060,33,0.282,0.164,0.0759,0.00769,0.782,93.35,4,-5.471,0.704,0.346
"The Chainsmokers","Honest","dance pop, edm, electropop, pop, pop dance, tropical house","C",208000,53,0.0121,0.0465,0.385,8.5e-05,0.514,100.035,4,-10.772,0.673,0.312
"Shawn Mendes","Honest","canadian pop, dance pop, pop, viral pop","A",199186,51,0.249,0.0626,0.0637,0,0.601,116.965,4,-6.249,0.821,0.712
"Justin Bieber","Honest (feat. Don Toliver)","canadian pop, pop","Gs",193322,67,0.127,0.0698,0.105,8.16e-05,0.655,150.002,4,-6.779,0.81,0.809
"Andy Grammer","Honey, I'm Good.","dance pop, neo mellow, pop, pop rap, pop rock, post-teen pop","A",199263,67,0.0324,0.0546,0.351,0,0.775,122.014,4,-7.289,0.752,0.595
"Lana Del Rey","Honeymoon","art pop, pop","F",350058,58,0.953,0.036,0.111,0.00828,0.269,74.847,3,-13.265,0.169,0.173
"Agust D","Honsool","k-rap","Cs",219808,51,0.00036,0.0606,0.157,0.00719,0.574,71.984,4,-8.886,0.478,0.187
"AK AUSSERKONTROLLE","Hood","german hip hop","As",199644,43,0.0265,0.402,0.143,0,0.435,122.061,4,-8.69,0.874,0.609
"Kendrick Lamar","Hood Politics","conscious hip hop, hip hop, rap, west coast rap","Fs",292520,57,0.145,0.376,0.12,0,0.661,87.912,4,-6.562,0.731,0.369
"Young Thug","Hop Off A Jet (feat. Travis Scott)","atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap","G",174066,52,0.0115,0.242,0.213,0,0.476,144.998,4,-8.951,0.823,0.353
"XXXTENTACION","Hope","emo rap, miami hip hop","A",110886,82,0.661,0.0603,0.146,0.000331,0.457,146.04,4,-6.081,0.592,0.225
"The Chainsmokers","Hope","dance pop, edm, electropop, pop, pop dance, tropical house","Cs",180120,61,0.488,0.0958,0.0814,3.6e-06,0.699,104.941,4,-5.982,0.773,0.513
"Lana Del Rey","hope is a dangerous thing for a woman like me to have - but I have it","art pop, pop","E",324498,65,0.964,0.0635,0.162,0,0.104,86.675,4,-13.208,0.49,0.278
"BLACKPINK","Hope Not","k-pop, k-pop girl group","E",191030,58,0.441,0.0274,0.0867,0,0.423,110.086,4,-4.998,0.556,0.179
"Olivia Rodrigo","hope ur ok","pop","C",209560,70,0.388,0.0644,0.103,1e-05,0.298,77.253,4,-12.181,0.443,0.172
"Wiz Khalifa","Hopeless Romantic (feat. Swae Lee)","dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap","A",226742,63,0.307,0.0587,0.0929,0,0.477,127.023,4,-7.379,0.877,0.552
"Olivia Newton-John","Hopelessly Devoted To You - From “Grease”","adult standards, australian dance, disco, mellow gold, new wave pop, soft rock","B",185360,68,0.292,0.03,0.121,0.0131,0.338,110.581,3,-13.101,0.59,0.322
"MERO","Hops","german hip hop","B",154426,40,0.177,0.0745,0.114,0,0.623,129.991,4,-8.854,0.854,0.468
"Daddy Yankee","HOT","latin hip hop, reggaeton, urbano latino","B",154493,66,0.0223,0.243,0.35,0,0.677,130.027,4,-6.422,0.898,0.578
"Young Thug","Hot (feat. Gunna)","atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap","C",193026,68,0.063,0.235,0.0772,0,0.651,111.997,4,-8.044,0.855,0.559
"Young Thug","Hot (Remix) [feat. Gunna and Travis Scott]","atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap","G",279906,67,0.188,0.216,0.0806,0,0.631,111.983,4,-8.206,0.845,0.545
"CORPSE","HOT DEMON B!TCHES NEAR U ! ! !","viral rap","G",96000,70,0.00918,0.254,0.224,0,0.764,100.095,4,-4.054,0.788,0.841
"Van Halen","Hot for Teacher - 2015 Remaster","album rock, classic rock, hard rock, metal, rock","D",282746,64,0.000652,0.15,0.0637,0.00025,0.947,127.631,4,-4.671,0.552,0.465
"Mumford & Sons","Hot Gates","modern folk rock, stomp and holler, uk americana","C",289546,37,0.328,0.0324,0.0773,0.27,0.392,135.773,4,-11.264,0.49,0.0501
"blackbear","hot girl bummer","pop, pop rap","Fs",188343,75,0.125,0.0767,0.385,0,0.559,129.992,1,-7.106,0.782,0.685
"Megan Thee Stallion","Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","dance pop, houston rap, pop, rap, trap queen","C",199427,62,0.00485,0.155,0.214,1.96e-06,0.814,98.985,4,-4.568,0.872,0.57
"Tiësto","Hot In It","big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","G",129817,76,0.00445,0.177,0.0413,1.33e-06,0.841,123.045,4,-5.08,0.748,0.717
"Bobby Shmurda","Hot N*gga","nyc rap, pop rap, rap, southern hip hop, trap","A",194561,69,0.0505,0.42,0.0562,1.81e-06,0.51,167.879,4,-7.314,0.794,0.18
"Wiz Khalifa","Hot Now","dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap","Cs",226272,42,0.0379,0.388,0.377,0,0.613,154.913,4,-5.161,0.822,0.301
"NCT DREAM","Hot Sauce","k-pop, k-pop boy group","Fs",195813,64,0.0127,0.0788,0.285,0,0.926,100.034,4,-1.627,0.769,0.551
"Cardi B","Hot Shit (feat. Ye & Lil Durk)","dance pop, pop, rap","A",211649,69,0.00152,0.225,0.0753,0,0.685,157.003,4,-5.28,0.878,0.523
"Chance the Rapper","Hot Shower","chicago rap, conscious hip hop, hip hop, pop rap, rap","A",225923,57,0.00157,0.387,0.0573,0,0.509,150.001,4,-8.04,0.899,0.599
"Kygo","Hot Stuff","edm, pop, pop dance, tropical house","F",199007,62,0.019,0.148,0.11,1.28e-06,0.773,119.961,4,-5.749,0.681,0.429
"Tyler, The Creator","HOT WIND BLOWS (feat. Lil Wayne)","hip hop, rap","G",155292,65,0.601,0.402,0.482,0,0.75,173.456,4,-5.382,0.371,0.729
"Felix Jaehn","Hot2Touch","dance pop, edm, electro house, german dance, pop, pop dance, tropical house","Cs",160825,53,0.000754,0.0404,0.155,3.23e-05,0.718,121.993,4,-5.289,0.751,0.854
"Montell Fish","Hotel","pittsburgh rap, pop","C",197333,72,0.752,0.0363,0.592,0.0167,0.427,180.345,4,-8.739,0.228,0.192
"Kid Ink","Hotel (feat. Chris Brown)","dance pop, pop rap, rap, southern hip hop, trap","As",218880,52,0.00521,0.173,0.194,0,0.575,102.858,4,-7.004,0.774,0.665
"Eagles","Hotel California - 2013 Remaster","album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, soft rock, yacht rock","D",391376,80,0.00574,0.027,0.0575,0.000494,0.508,147.125,4,-9.484,0.579,0.609
"Quavo","HOTEL LOBBY (Unc & Phew) - A COLORS SHOW","atl hip hop, melodic rap, rap, trap","As",165580,68,0.041,0.197,0.204,0,0.548,127.958,4,-6.59,0.859,0.112
"Drake","Hotline Bling","canadian hip hop, canadian pop, hip hop, rap, toronto rap","D",267066,74,0.00258,0.0551,0.0504,0.00019,0.628,134.966,4,-7.863,0.891,0.552
"Dua Lipa","Hotter Than Hell","dance pop, pop, uk pop","Ds",187957,62,0.011,0.0908,0.0584,0,0.868,110.127,4,-4.23,0.532,0.529
"KSI","Houdini (feat. Swarmz & Tion Wayne)","uk hip hop","As",169354,48,0.000415,0.243,0.129,2.34e-05,0.519,100.453,4,-8.054,0.572,0.704
"Disclosure","Hourglass","edm, house, pop, uk dance","G",324240,40,0.00308,0.172,0.102,0.00573,0.82,122.065,4,-5.702,0.707,0.505
"Drake","Hours In Silence","canadian hip hop, canadian pop, hip hop, rap, toronto rap","Fs",399153,73,0.234,0.119,0.267,0,0.403,118.352,4,-11.106,0.501,0.111
"David Zowie","House Every Weekend - Radio Edit","house, uk house","C",182767,43,0.324,0.0673,0.102,0,0.574,122.053,4,-7.061,0.791,0.406
"Panic! At The Disco","House of Memories","modern rock","B",208706,79,0.00272,0.0335,0.0486,0,0.817,109.952,4,-5.051,0.506,0.506
"Sam Hunt","House Party","contemporary country, country, country pop, country road","Gs",190240,66,0.113,0.0514,0.026,0,0.861,103.966,4,-5.251,0.747,0.859
"Travis Scott","HOUSTONFORNICATION","rap, slap house","C",217828,65,0.0985,0.0836,0.158,0,0.723,160.042,4,-4.052,0.689,0.288
"Lil Baby","How","atl hip hop, atl trap, rap, trap","D",181999,48,0.00168,0.455,0.0941,0,0.487,80.325,4,-8.208,0.582,0.308
"Sevyn Streeter","How Bad Do You Want It (Oh Yeah)","alternative r&b, dance pop, hip pop, pop r&b, pop rap, r&b, trap queen, urban contemporary","G",224738,46,0.0151,0.0901,0.493,0.00184,0.87,139.841,4,-2.599,0.519,0.53
"Florence + The Machine","How Big, How Blue, How Beautiful","baroque pop, pop, uk alternative pop","G",334817,44,0.605,0.0324,0.177,0.000616,0.539,129.808,4,-4.941,0.372,0.0825
"Drake","How Bout Now","canadian hip hop, canadian pop, hip hop, rap, toronto rap","Cs",235566,62,0.205,0.23,0.219,0,0.404,122.062,4,-8.364,0.789,0.472
"Quavo","HOW BOUT THAT?","atl hip hop, melodic rap, rap, trap","Ds",160644,43,0.00525,0.148,0.184,0,0.819,145.016,4,-4.302,0.827,0.325
"Calvin Harris","How Deep Is Your Love","dance pop, edm, electro house, house, pop, progressive house, uk dance","B",212640,73,0.0392,0.0731,0.388,0.00169,0.868,122.003,4,-4.373,0.738,0.336
"Offset","How Did I Get Here (feat. J. Cole)","atl hip hop, hip hop, pop rap, rap, southern hip hop, trap, viral rap","D",276794,51,0.507,0.233,0.08,1.6e-06,0.544,129.993,4,-7.92,0.883,0.114
"The Weeknd","How Do I Make You Love Me?","canadian contemporary r&b, canadian pop, pop","G",214214,68,0.0203,0.0737,0.085,2.37e-05,0.498,121.006,4,-7.927,0.805,0.636
"Dean Lewis","How Do I Say Goodbye","australian pop, pop","Gs",163603,81,0.214,0.0674,0.0656,0,0.641,81.552,4,-6.303,0.4,0.393
"Sam Smith","How Do You Sleep?","pop, uk pop","Cs",202204,70,0.153,0.0925,0.0763,0,0.682,110.567,5,-4.931,0.477,0.345
"Alessia Cara","How Far I'll Go - From ""Moana""","canadian contemporary r&b, canadian pop, dance pop, electropop, pop, post-teen pop","A",175517,61,0.155,0.352,0.0727,0.000265,0.544,180.979,4,-9.621,0.309,0.16
"Charlie Puth","How Long","dance pop, pop, viral pop","Cs",200853,69,0.211,0.0778,0.0383,3.49e-06,0.561,109.974,4,-5.253,0.845,0.811
"Kendrick Lamar","How Much A Dollar Cost","conscious hip hop, hip hop, rap, west coast rap","Cs",261746,58,0.415,0.198,0.135,0,0.729,87.948,4,-4.747,0.624,0.334
"Lana Del Rey","How to disappear","art pop, pop","A",228071,69,0.613,0.0352,0.164,0.000631,0.304,78.997,3,-11.79,0.538,0.065
"The Fray","How to Save a Life","neo mellow, piano rock, pop, pop rock","As",262533,76,0.269,0.0379,0.101,0,0.743,122.035,4,-4.08,0.64,0.361
"Lil Uzi Vert","How to Talk","melodic rap, philly rap, rap, trap","F",201544,51,0.741,0.213,0.705,0,0.73,136.052,4,-5.402,0.728,0.736
"Huncho Jack","How U Feel","hip hop, melodic rap, pop rap, rap, southern hip hop, trap","D",205681,53,0.0532,0.149,0.369,2.54e-05,0.799,140.005,4,-2.446,0.86,0.491
"Ed Sheeran","How Would You Feel (Paean)","pop, uk pop","A",280533,63,0.424,0.0269,0.127,0,0.439,139.979,4,-5.63,0.617,0.242
"Gunna","how you did that (feat. Kodak Black)","atl hip hop, hip hop, melodic rap, rap, trap","F",160266,58,0.00495,0.166,0.107,0,0.572,155.699,4,-6.192,0.821,0.35
"BLACKPINK","How You Like That","k-pop, k-pop girl group","B",182956,73,0.0465,0.0812,0.0601,0.000135,0.761,130.032,4,-5.222,0.812,0.344
"Bad Bunny","HOY COBRÉ","reggaeton, trap latino, urbano latino","B",162151,66,0.0464,0.249,0.0994,9.1e-05,0.725,145.001,4,-6.7,0.86,0.375
"Maluma","HP","reggaeton, reggaeton colombiano, urbano latino","E",184435,68,0.252,0.0773,0.188,1.14e-06,0.791,91.98,4,-3.157,0.837,0.618
"Muni Long","Hrs & Hrs","indie r&b, pop, pop r&b, r&b, rap, urban contemporary","Gs",204316,73,0.579,0.213,0.112,0,0.546,137.419,3,-4.991,0.52,0.634
"OMI","Hula Hoop","dance pop","Cs",205474,56,0.0248,0.039,0.294,0,0.842,121.986,4,-4.666,0.673,0.509
"Oscar Zia","Human","swedish idol pop, swedish pop","Cs",184386,33,0.013,0.0797,0.0664,0,0.777,82.023,4,-6.378,0.563,0.431
"Kendrick Lamar","HUMBLE.","conscious hip hop, hip hop, rap, west coast rap","Cs",177000,80,0.000282,0.102,0.0958,5.39e-05,0.621,150.011,4,-6.638,0.908,0.421
"Gorillaz","Humility (feat. George Benson)","alternative hip hop","C",197933,60,0.144,0.126,0.125,0.0211,0.807,160.174,4,-5.893,0.632,0.784
"A$AP Rocky","Hun43rd","east coast hip hop, hip hop, rap, trap","D",242746,55,0.444,0.0762,0.355,0,0.546,136.335,4,-9.321,0.584,0.355
"Quavo","HUNCHO DREAMS","atl hip hop, melodic rap, rap, trap","D",211963,38,0.0894,0.534,0.396,2.58e-05,0.528,153.987,4,-7.635,0.831,0.232
"Huncho Jack","Huncho Jack","hip hop, melodic rap, pop rap, rap, southern hip hop, trap","F",199227,50,0.011,0.0435,0.156,0,0.574,136.982,4,-3.509,0.793,0.0601
"Khalid","Hundred","pop, pop r&b","Fs",277080,54,0.0521,0.0564,0.377,0.000375,0.483,120.005,4,-10.06,0.772,0.479
"Florence + The Machine","Hunger","baroque pop, pop, uk alternative pop","D",214666,59,0.53,0.0415,0.0985,0,0.675,116.016,4,-5.62,0.729,0.332
"Galantis","Hunter","dance pop, edm, electro house, pop, pop dance, tropical house","G",183466,49,0.159,0.131,0.15,0,0.727,99.465,4,-5.752,0.47,0.63
"Samra","Huracan","german hip hop","D",182238,48,0.388,0.442,0.132,0,0.701,170.072,4,-5.192,0.681,0.518
"Kanye West","Hurricane","chicago rap, rap","C",238182,61,0.0344,0.214,0.127,0,0.566,78.293,4,-6.521,0.477,0.361
"MisterWives","Hurricane","electropop, indie pop, indie poptimism, modern rock, nyc pop, pop, pop rock","Cs",239186,31,0.0198,0.0345,0.138,0,0.736,101.02,4,-6.135,0.564,0.422
"Mac Miller","Hurt Feelings","hip hop, pittsburgh rap, rap","Gs",245640,67,0.343,0.13,0.113,0.00218,0.462,157.655,4,-8.054,0.69,0.325
"The Weeknd","Hurt You","canadian contemporary r&b, canadian pop, pop","F",230026,71,0.263,0.149,0.109,0.00261,0.718,183.932,4,-7.227,0.476,0.361
"Emeli Sandé","Hurts","dance pop, neo soul, pop, r&b, uk pop","Cs",238306,49,0.0153,0.0271,0.154,0.00459,0.641,106.026,4,-7.532,0.582,0.181
"P!nk","Hurts 2B Human (feat. Khalid)","dance pop, pop","G",202640,50,0.131,0.167,0.0619,0,0.62,83.031,1,-5.647,0.463,0.158
"Madison Beer","Hurts Like Hell (feat. Offset)","alt z, dance pop, pop, post-teen pop","Cs",207108,57,0.185,0.179,0.0948,0,0.56,75.002,4,-6.791,0.704,0.608
"Astrid S","Hurts So Good","alt z, dance pop, norwegian pop, pop, tropical house","G",208728,68,0.084,0.0586,0.0957,0,0.609,120.039,4,-5.027,0.675,0.378
"Kesha","Hymn","dance pop, pop, post-teen pop","Fs",205600,43,0.147,0.076,0.305,0,0.538,67.037,4,-4.974,0.488,0.378
"Coldplay","Hymn for the Weekend","permanent wave, pop","C",258266,79,0.211,0.0377,0.325,6.92e-06,0.693,90.027,4,-6.487,0.491,0.412
"Coldplay","Hymn for the Weekend - Seeb Remix","permanent wave, pop","C",212647,64,0.00868,0.0517,0.12,4.68e-06,0.849,102.034,4,-3.516,0.565,0.427
"Drake","Hype","canadian hip hop, canadian pop, hip hop, rap, toronto rap","E",209413,58,0.0253,0.155,0.357,0,0.635,130.018,4,-8.271,0.787,0.237
"NewJeans","Hype Boy","k-pop, k-pop girl group","E",179026,85,0.268,0.225,0.286,0,0.935,99.976,4,-3.43,0.593,0.783
"Coldplay","Hypnotised","permanent wave, pop","F",355172,45,0.339,0.032,0.0871,0.739,0.683,120.056,4,-6.185,0.513,0.153
"Purple Disco Machine","Hypnotized","deep house, edm, house, tropical house","B",195704,53,0.0969,0.0998,0.11,0.000232,0.813,108.065,4,-5.084,0.689,0.704
"Akon","Hypnotized","dance pop","Cs",187056,35,0.0547,0.0483,0.198,9.67e-06,0.698,89.086,4,-6.203,0.709,0.579
"Lil Skies","I","melodic rap, rap, trap, viral rap","Fs",181890,66,0.627,0.085,0.116,0,0.453,99.183,4,-7.28,0.649,0.431
"Kendrick Lamar","i","conscious hip hop, hip hop, rap, west coast rap","Gs",336013,59,0.708,0.324,0.72,0,0.809,120.094,4,-4.286,0.541,0.753
"Arctic Monkeys","I Ain’t Quite Where I Think I Am","garage rock, modern rock, permanent wave, rock, sheffield indie","As",191173,61,0.357,0.0653,0.085,6.34e-05,0.337,192.685,4,-9.846,0.544,0.667
"Tyler, The Creator","I Ain't Got Time!","hip hop, rap","Cs",206266,59,0.0539,0.397,0.148,3.52e-05,0.725,108.822,4,-7.239,0.549,0.547
"OneRepublic","I Ain't Worried","piano rock, pop","C",148485,90,0.0826,0.0475,0.0546,0.000745,0.797,139.994,4,-5.927,0.704,0.825
"Taylor Swift","I Almost Do (Taylor's Version)","pop","E",244586,63,0.0167,0.0264,0.113,0,0.559,145.88,4,-6.587,0.511,0.248
"The 1975","I Always Wanna Die (Sometimes)","modern alternative rock, modern rock, pop, rock","E",314662,64,0.00527,0.0325,0.123,0.00162,0.473,148.835,4,-5.636,0.376,0.0398
"Jorja Smith","I Am","pop, r&b, uk contemporary r&b","Gs",208760,55,0.144,0.263,0.183,9.73e-05,0.583,148.785,4,-5.725,0.601,0.32
"Lil Baby","I Am (Lil Baby & Gunna)","atl hip hop, atl trap, rap, trap","Cs",145059,59,0.328,0.449,0.122,0,0.461,130.003,4,-6.506,0.822,0.268
"Halsey","I am not a woman, I'm a god","dance pop, electropop, etherpop, indie poptimism, pop","Fs",176413,58,0.00375,0.0452,0.0634,0.0385,0.7,179.986,4,-6.568,0.517,0.518
"Jonas Brothers","I Believe","boy band, dance pop, pop, post-teen pop","A",217533,59,0.0857,0.12,0.11,1.14e-05,0.774,99.019,4,-6.221,0.749,0.35
"Robin Schulz","I Believe I'm Fine","dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, pop rap, tropical house","As",227720,44,0.271,0.061,0.328,0,0.747,100.01,4,-6.165,0.711,0.572
"Emerson, Lake & Palmer","I Believe in Father Christmas","album rock, art rock, blues rock, classic rock, hard rock, jazz fusion, progressive rock, rock, symphonic rock","D",199106,51,0.396,0.0314,0.0567,0,0.457,111.138,4,-8.326,0.309,0.587
"Greg Lake","I Believe in Father Christmas - 2017 - Remaster","album rock, art rock, progressive rock, symphonic rock","D",213666,47,0.166,0.0297,0.104,3.15e-06,0.392,113.581,4,-12.992,0.378,0.379
"dvsn","I Believed It (feat. Mac Miller)","canadian contemporary r&b, pop, pop r&b, r&b, trap soul, urban contemporary","Cs",246609,48,0.303,0.0462,0.769,0,0.699,145.191,4,-5.559,0.524,0.703
"Imagine Dragons","I Bet My Life","modern rock, rock","Cs",192706,59,0.367,0.0394,0.415,0.00111,0.659,108.04,4,-8.18,0.545,0.599
"Taylor Swift","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","pop","C",285106,69,0.167,0.0495,0.183,0,0.715,149.654,3,-4.516,0.391,0.473
"ABBA","I Can Be That Woman","europop, swedish pop","As",241893,48,0.837,0.0337,0.106,0,0.358,133.932,4,-11.302,0.588,0.366
"Mac Miller","I Can See","hip hop, pittsburgh rap, rap","F",220853,57,0.391,0.0882,0.0996,0.0126,0.503,114.86,4,-9.922,0.699,0.0546
"Lil Uzi Vert","I Can Show You","melodic rap, philly rap, rap, trap","As",120076,54,0.051,0.277,0.115,0,0.656,139.915,4,-7.086,0.817,0.314
"Robin Bengtsson","I Can´t Go On","europop, swedish idol pop, swedish pop","E",183990,41,0.0298,0.0491,0.142,1.07e-06,0.668,109.003,4,-4.896,0.736,0.455
"benny blanco","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","dance pop, edm, electropop, pop, pop rap","As",158027,60,0.404,0.362,0.358,3.65e-06,0.468,95.266,4,-4.039,0.541,0.69
"Post Malone","I Cannot Be (A Sadder Song) (with Gunna)","dfw rap, melodic rap, rap","Cs",169824,64,0.0712,0.116,0.407,0,0.668,79.782,4,-6.012,0.517,0.646
"DJ Khaled","I Can't Even Lie (feat. Future & Nicki Minaj)","hip hop, miami hip hop, pop rap, rap, southern hip hop, trap","D",241613,30,0.0269,0.0536,0.189,3.21e-06,0.62,120.079,4,-6.092,0.671,0.226
"David Bowie","I Can't Give Everything Away","art rock, classic rock, glam rock, permanent wave, rock","F",347280,40,0.109,0.0652,0.327,0.0756,0.93,120.007,4,-7.024,0.497,0.403
"Metro Boomin","I Can't Save You (Interlude) [with Future & feat. Don Toliver]","rap","Cs",90720,73,0.0301,0.248,0.143,0,0.727,143.083,4,-4.613,0.668,0.309
"Bebe Rexha","I Can't Stop Drinking About You","dance pop, edm, pop, post-teen pop","Ds",216511,43,0.0444,0.0448,0.101,0,0.837,144.108,4,-4.731,0.502,0.362
"TWICE","I CAN'T STOP ME","k-pop, k-pop girl group","As",205493,71,0.121,0.102,0.463,0,0.88,150.084,4,-3.672,0.657,0.769
"The xx","I Dare You","downtempo, dream pop, indietronica","Cs",233280,54,0.622,0.0398,0.107,0.0716,0.543,126.002,4,-9.483,0.752,0.279
"DJ Khaled","I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","hip hop, miami hip hop, pop rap, rap, southern hip hop, trap","E",165366,61,0.00196,0.0691,0.647,0,0.721,124.036,4,-2.906,0.757,0.364
"Taylor Swift","I Did Something Bad","pop","C",238253,72,0.0679,0.159,0.0696,2.11e-05,0.602,82.989,4,-6.156,0.696,0.305
